,page,transdate,team,transaction
24037,/players/netane-muti-mutine01,2022-12-13,Las Vegas (NFL),Signed from the Denver Broncos practice squad
24036,/players/netane-muti-mutine01,2023-08-29,Las Vegas (NFL),Waived
24035,/players/netane-muti-mutine01,2023-08-30,Las Vegas (NFL),Signed to the Practice Squad
24034,/players/netane-muti-mutine01,2023-10-14,Las Vegas (NFL),Signed to the Active Roster from the Practice Squad
24033,/players/netane-muti-mutine01,2023-10-16,Las Vegas (NFL),Returned to the Practice Squad
24032,/players/netane-muti-mutine01,2023-11-04,Las Vegas (NFL),Signed to the Active Roster from the Practice Squad
24031,/players/netane-muti-mutine01,2023-11-06,Las Vegas (NFL),Returned to the Practice Squad
24030,/players/netane-muti-mutine01,2024-02-06,Detroit (NFL),Signed to a future contract
23044,/players/neville-gallimore-galline01,2020-07-26,Dallas (NFL),Signed
23043,/players/neville-gallimore-galline01,2021-09-02,Dallas (NFL),Placed on Injured Reserve (Elbow)
23042,/players/neville-gallimore-galline01,2021-11-29,Dallas (NFL),Designated for return from Injured Reserve
23041,/players/neville-gallimore-galline01,2021-12-11,Dallas (NFL),Activated from Injured Reserve
23040,/players/neville-gallimore-galline01,2024-03-15,Miami (NFL),Signed
4588,/players/nevin-lawson-lawsone01,2014-05-16,Detroit (NFL),Signed
4587,/players/nevin-lawson-lawsone01,2014-09-16,Detroit (NFL),Placed on Injured Reserve (Toe)
4586,/players/nevin-lawson-lawsone01,2019-03-11,Detroit (NFL),Released
4585,/players/nevin-lawson-lawsone01,2019-03-21,Oakland (NFL),Signed
4584,/players/nevin-lawson-lawsone01,2019-08-31,Oakland (NFL),Placed on the Reserve/Suspended List
4583,/players/nevin-lawson-lawsone01,2019-09-30,Oakland (NFL),Activated from the Reserve/Suspended List
4582,/players/nevin-lawson-lawsone01,2020-09-05,Las Vegas (NFL),Placed on the Reserve/Suspended List
4581,/players/nevin-lawson-lawsone01,2020-09-14,Las Vegas (NFL),Activated from the Reserve/Suspended List
4580,/players/nevin-lawson-lawsone01,2021-03-23,Las Vegas (NFL),Re-signed
4579,/players/nevin-lawson-lawsone01,2021-08-31,Las Vegas (NFL),Placed on the Reserve/Suspended List
4578,/players/nevin-lawson-lawsone01,2021-09-20,Las Vegas (NFL),Released
4577,/players/nevin-lawson-lawsone01,2021-09-22,Jacksonville (NFL),Signed
27913,/players/nic-jones-jonesni02,2023-05-16,Kansas City (NFL),Signed
26759,/players/nicholas-petitfrere-petitni01,2022-05-20,Tennessee (NFL),Signed
26758,/players/nicholas-petitfrere-petitni01,2023-08-29,Tennessee (NFL),Placed on the Reserve/Suspended List
26757,/players/nicholas-petitfrere-petitni01,2023-10-02,Tennessee (NFL),Activated from the Reserve/Suspended List
26756,/players/nicholas-petitfrere-petitni01,2023-11-11,Tennessee (NFL),Placed on Injured Reserve (Shoulder)
2531,/players/nicholas-williams-willini03,2013-06-04,Pittsburgh (NFL),Signed
2530,/players/nicholas-williams-willini03,2013-08-25,Pittsburgh (NFL),Placed on Injured Reserve (Knee)
2529,/players/nicholas-williams-willini03,2014-08-30,Pittsburgh (NFL),Waived
2528,/players/nicholas-williams-willini03,2014-08-31,Pittsburgh (NFL),Signed to the Practice Squad
2527,/players/nicholas-williams-willini03,2014-11-24,Kansas City (NFL),Signed from the Pittsburgh Steelers practice squad
2526,/players/nicholas-williams-willini03,2016-04-18,Kansas City (NFL),Re-signed
2525,/players/nicholas-williams-willini03,2016-10-18,Kansas City (NFL),Waived
2524,/players/nicholas-williams-willini03,2016-10-19,Miami (NFL),Acquired via waivers (from the Kansas City Chiefs)
2523,/players/nicholas-williams-willini03,2017-09-02,Miami (NFL),Released
2522,/players/nicholas-williams-willini03,2018-04-20,Chicago (NFL),Signed
2521,/players/nicholas-williams-willini03,2018-09-01,Chicago (NFL),Released
2520,/players/nicholas-williams-willini03,2018-09-03,Chicago (NFL),Signed
2519,/players/nicholas-williams-willini03,2019-03-15,Chicago (NFL),Re-signed
2518,/players/nicholas-williams-willini03,2020-03-24,Detroit (NFL),Signed
2517,/players/nicholas-williams-willini03,2021-08-07,Detroit (NFL),Placed on COVID-19 List
2516,/players/nicholas-williams-willini03,2021-08-19,Detroit (NFL),Activated from the Reserve/COVID-19 List
2515,/players/nicholas-williams-willini03,2022-07-26,NY Giants (NFL),Signed
2514,/players/nicholas-williams-willini03,2022-08-31,NY Giants (NFL),Released
2513,/players/nicholas-williams-willini03,2022-09-01,NY Giants (NFL),Signed
2512,/players/nicholas-williams-willini03,2022-11-07,NY Giants (NFL),Placed on Injured Reserve (Biceps)
2511,/players/nicholas-williams-willini03,2023-05-19,LA Chargers (NFL),Signed
21905,/players/nick-allegretti-allegni01,2019-05-06,Kansas City (NFL),Signed
21904,/players/nick-allegretti-allegni01,2023-03-17,Kansas City (NFL),Re-signed
21903,/players/nick-allegretti-allegni01,2024-03-15,Washington (NFL),Signed
19308,/players/nick-bawden-bawdeni01,2018-05-11,Detroit (NFL),Signed
19307,/players/nick-bawden-bawdeni01,2018-07-24,Detroit (NFL),Placed on Injured Reserve (Knee)
19306,/players/nick-bawden-bawdeni01,2019-11-20,Detroit (NFL),Placed on Injured Reserve (Knee)
19305,/players/nick-bawden-bawdeni01,2020-08-31,Detroit (NFL),Placed on Injured Reserve (Undisclosed)
19304,/players/nick-bawden-bawdeni01,2021-06-04,Detroit (NFL),Waived
19303,/players/nick-bawden-bawdeni01,2021-09-23,NY Jets (NFL),Signed to the Practice Squad
19302,/players/nick-bawden-bawdeni01,2021-11-13,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
19301,/players/nick-bawden-bawdeni01,2021-11-15,NY Jets (NFL),Returned to the Practice Squad
19300,/players/nick-bawden-bawdeni01,2021-11-20,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
19299,/players/nick-bawden-bawdeni01,2021-11-22,NY Jets (NFL),Returned to the Practice Squad
19298,/players/nick-bawden-bawdeni01,2021-11-24,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
19297,/players/nick-bawden-bawdeni01,2022-03-23,NY Jets (NFL),Re-signed
19296,/players/nick-bawden-bawdeni01,2022-08-30,NY Jets (NFL),Placed on Injured Reserve (Undisclosed)
19295,/players/nick-bawden-bawdeni01,2023-03-20,NY Jets (NFL),Re-signed
19294,/players/nick-bawden-bawdeni01,2023-08-29,NY Jets (NFL),Released
19293,/players/nick-bawden-bawdeni01,2023-08-31,NY Jets (NFL),Signed
19292,/players/nick-bawden-bawdeni01,2023-12-20,NY Jets (NFL),Waived
19291,/players/nick-bawden-bawdeni01,2023-12-22,NY Jets (NFL),Signed to the Practice Squad
19290,/players/nick-bawden-bawdeni01,2023-12-23,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
19289,/players/nick-bawden-bawdeni01,2023-12-25,NY Jets (NFL),Returned to the Practice Squad
19288,/players/nick-bawden-bawdeni01,2023-12-28,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
19287,/players/nick-bawden-bawdeni01,2023-12-29,NY Jets (NFL),Returned to the Practice Squad
19286,/players/nick-bawden-bawdeni01,2024-01-06,NY Jets (NFL),Signed to the Active Roster from the Practice Squad
19285,/players/nick-bawden-bawdeni01,2024-01-08,NY Jets (NFL),Returned to the Practice Squad
19284,/players/nick-bawden-bawdeni01,2024-01-09,NY Jets (NFL),Signed to a future contract
25148,/players/nick-bolton-boltoni01,2021-05-14,Kansas City (NFL),Signed
25147,/players/nick-bolton-boltoni01,2021-12-21,Kansas City (NFL),Placed on COVID-19 List
25146,/players/nick-bolton-boltoni01,2021-12-25,Kansas City (NFL),Activated from the Reserve/COVID-19 List
25145,/players/nick-bolton-boltoni01,2023-10-28,Kansas City (NFL),Placed on Injured Reserve (Wrist)
25144,/players/nick-bolton-boltoni01,2023-11-29,Kansas City (NFL),Designated for return from Injured Reserve
25143,/players/nick-bolton-boltoni01,2023-12-09,Kansas City (NFL),Activated from Injured Reserve
19625,/players/nick-bosa-bosani01,2019-07-26,San Francisco (NFL),Signed
19624,/players/nick-bosa-bosani01,2020-09-23,San Francisco (NFL),Placed on Injured Reserve (Knee)
19623,/players/nick-bosa-bosani01,2023-07-26,San Francisco (NFL),Placed on the Reserve/Did Not Report List
19622,/players/nick-bosa-bosani01,2023-09-07,San Francisco (NFL),Reinstated
8343,/players/nick-boyle-boyleni01,2015-05-08,Baltimore (NFL),Signed
8342,/players/nick-boyle-boyleni01,2015-12-07,Baltimore (NFL),Placed on the Reserve/Suspended List
8341,/players/nick-boyle-boyleni01,2016-09-03,Baltimore (NFL),Placed on the Reserve/Suspended List
8340,/players/nick-boyle-boyleni01,2016-11-26,Baltimore (NFL),Activated from the Reserve/Suspended List
8339,/players/nick-boyle-boyleni01,2020-11-17,Baltimore (NFL),Placed on Injured Reserve (Knee)
8338,/players/nick-boyle-boyleni01,2021-09-10,Baltimore (NFL),Placed on Injured Reserve (Knee)
8337,/players/nick-boyle-boyleni01,2021-10-20,Baltimore (NFL),Designated for return from Injured Reserve
8336,/players/nick-boyle-boyleni01,2021-11-08,Baltimore (NFL),Activated from Injured Reserve
8335,/players/nick-boyle-boyleni01,2022-01-06,Baltimore (NFL),Placed on COVID-19 List
8334,/players/nick-boyle-boyleni01,2022-01-12,Baltimore (NFL),Activated from the Reserve/COVID-19 List
8333,/players/nick-boyle-boyleni01,2023-01-07,Baltimore (NFL),Waived
8332,/players/nick-boyle-boyleni01,2023-01-10,Baltimore (NFL),Signed to the Practice Squad
27846,/players/nick-broeker-broekni01,2023-05-12,Buffalo (NFL),Signed
27845,/players/nick-broeker-broekni01,2023-08-29,Buffalo (NFL),Waived
27844,/players/nick-broeker-broekni01,2023-08-30,Houston (NFL),Acquired via waivers (from the Buffalo Bills)
16800,/players/nick-chubb-chubbni01,2018-06-04,Cleveland (NFL),Signed
16799,/players/nick-chubb-chubbni01,2020-10-05,Cleveland (NFL),Placed on Injured Reserve (Knee)
16798,/players/nick-chubb-chubbni01,2020-11-09,Cleveland (NFL),Designated for return from Injured Reserve
16797,/players/nick-chubb-chubbni01,2020-11-14,Cleveland (NFL),Activated from Injured Reserve
16796,/players/nick-chubb-chubbni01,2021-11-09,Cleveland (NFL),Placed on COVID-19 List
16795,/players/nick-chubb-chubbni01,2021-11-19,Cleveland (NFL),Activated from the Reserve/COVID-19 List
16794,/players/nick-chubb-chubbni01,2023-09-20,Cleveland (NFL),Placed on Injured Reserve (Knee)
26823,/players/nick-cross-crossni02,2022-05-16,Indianapolis (NFL),Signed
27716,/players/nick-hampton-hamptni01,2023-06-21,LA Rams (NFL),Signed
23786,/players/nick-harris-harrini04,2020-05-26,Cleveland (NFL),Signed
23785,/players/nick-harris-harrini04,2021-01-05,Cleveland (NFL),Placed on Injured Reserve (Knee)
23784,/players/nick-harris-harrini04,2021-10-05,Cleveland (NFL),Placed on Injured Reserve (Hamstring)
23783,/players/nick-harris-harrini04,2021-10-29,Cleveland (NFL),Designated for return from Injured Reserve
23782,/players/nick-harris-harrini04,2021-11-06,Cleveland (NFL),Activated from Injured Reserve
23781,/players/nick-harris-harrini04,2021-11-10,Cleveland (NFL),Placed on COVID-19 List
23780,/players/nick-harris-harrini04,2021-11-22,Cleveland (NFL),Activated from the Reserve/COVID-19 List
23779,/players/nick-harris-harrini04,2022-08-16,Cleveland (NFL),Placed on Injured Reserve (Knee)
23778,/players/nick-harris-harrini04,2024-03-14,Seattle (NFL),Signed
27665,/players/nick-herbig-herbini01,2023-05-12,Pittsburgh (NFL),Signed
1893,/players/nick-kasa-kasani01,2013-06-06,Oakland (NFL),Signed
1892,/players/nick-kasa-kasani01,2014-08-26,Oakland (NFL),Placed on Injured Reserve (Knee)
1891,/players/nick-kasa-kasani01,2015-05-05,Oakland (NFL),Waived
1890,/players/nick-kasa-kasani01,2016-01-25,Denver (NFL),Signed to the Practice Squad
1889,/players/nick-kasa-kasani01,2016-02-10,Denver (NFL),Signed
1888,/players/nick-kasa-kasani01,2016-04-14,Denver (NFL),Waived
11013,/players/nick-kwiatkoski-kwiatni01,2016-05-09,Chicago (NFL),Signed
11012,/players/nick-kwiatkoski-kwiatni01,2020-03-27,Las Vegas (NFL),Signed
11011,/players/nick-kwiatkoski-kwiatni01,2020-12-23,Las Vegas (NFL),Placed on COVID-19 List
11010,/players/nick-kwiatkoski-kwiatni01,2021-12-08,Las Vegas (NFL),Placed on Injured Reserve (Ankle)
11009,/players/nick-kwiatkoski-kwiatni01,2022-03-16,Las Vegas (NFL),Released
11008,/players/nick-kwiatkoski-kwiatni01,2022-05-13,Atlanta (NFL),Signed
11007,/players/nick-kwiatkoski-kwiatni01,2022-08-30,Atlanta (NFL),Released
11006,/players/nick-kwiatkoski-kwiatni01,2022-09-01,Atlanta (NFL),Signed
11005,/players/nick-kwiatkoski-kwiatni01,2023-06-20,Pittsburgh (NFL),Signed
11004,/players/nick-kwiatkoski-kwiatni01,2023-08-29,Pittsburgh (NFL),Released
10164,/players/nick-martin-martini02,2016-05-13,Houston (NFL),Signed
10163,/players/nick-martin-martini02,2016-08-30,Houston (NFL),Placed on Injured Reserve (Ankle)
10162,/players/nick-martin-martini02,2017-12-19,Houston (NFL),Placed on Injured Reserve (Ankle)
10161,/players/nick-martin-martini02,2021-02-26,Houston (NFL),Released
10160,/players/nick-martin-martini02,2021-03-24,Las Vegas (NFL),Signed
10159,/players/nick-martin-martini02,2022-07-26,New Orleans (NFL),Signed
10158,/players/nick-martin-martini02,2022-08-30,New Orleans (NFL),Released
10157,/players/nick-martin-martini02,2022-08-31,New Orleans (NFL),Signed to the Practice Squad
10156,/players/nick-martin-martini02,2022-09-10,New Orleans (NFL),Released from the Practice Squad
10155,/players/nick-martin-martini02,2022-09-20,Washington (NFL),Signed
2003,/players/nick-moody-moodyni01,2013-05-09,San Francisco (NFL),Signed
2002,/players/nick-moody-moodyni01,2013-09-11,San Francisco (NFL),Placed on Injured Reserve (Designated for Return) (Hand)
2001,/players/nick-moody-moodyni01,2013-11-12,San Francisco (NFL),Activated from Injured Reserve
2000,/players/nick-moody-moodyni01,2015-09-05,San Francisco (NFL),Waived
1999,/players/nick-moody-moodyni01,2015-09-12,Seattle (NFL),Signed to the Practice Squad
1998,/players/nick-moody-moodyni01,2015-10-14,Seattle (NFL),Signed to the Active Roster from the Practice Squad
1997,/players/nick-moody-moodyni01,2015-11-24,Seattle (NFL),Placed on Injured Reserve (Hamstring)
1996,/players/nick-moody-moodyni01,2016-12-13,Washington (NFL),Signed
1995,/players/nick-moody-moodyni01,2016-12-23,Washington (NFL),Waived
27321,/players/nick-muse-museni01,2022-05-13,Minnesota (NFL),Signed
27320,/players/nick-muse-museni01,2022-08-30,Minnesota (NFL),Waived
27319,/players/nick-muse-museni01,2022-08-31,Minnesota (NFL),Signed to the Practice Squad
27318,/players/nick-muse-museni01,2022-10-08,Minnesota (NFL),Signed to the Active Roster from the Practice Squad
27317,/players/nick-muse-museni01,2022-10-10,Minnesota (NFL),Returned to the Practice Squad
27316,/players/nick-muse-museni01,2022-11-05,Minnesota (NFL),Signed to the Active Roster from the Practice Squad
27315,/players/nick-muse-museni01,2022-11-07,Minnesota (NFL),Returned to the Practice Squad
27314,/players/nick-muse-museni01,2022-11-12,Minnesota (NFL),Signed to the Active Roster from the Practice Squad
27313,/players/nick-muse-museni01,2022-11-14,Minnesota (NFL),Returned to the Practice Squad
27312,/players/nick-muse-museni01,2022-11-19,Minnesota (NFL),Signed to the Active Roster from the Practice Squad
27311,/players/nick-muse-museni01,2023-01-06,Minnesota (NFL),Waived
27310,/players/nick-muse-museni01,2023-01-09,Minnesota (NFL),Signed to the Practice Squad
27309,/players/nick-muse-museni01,2023-01-16,Minnesota (NFL),Signed to a future contract
17537,/players/nick-nelson-nelsoni01,2018-05-21,Oakland (NFL),Signed
17536,/players/nick-nelson-nelsoni01,2019-08-31,Oakland (NFL),Waived
17535,/players/nick-nelson-nelsoni01,2019-09-02,Oakland (NFL),Signed to the Practice Squad
17534,/players/nick-nelson-nelsoni01,2019-12-11,Oakland (NFL),Signed to the Active Roster from the Practice Squad
17533,/players/nick-nelson-nelsoni01,2019-12-24,Oakland (NFL),Placed on Injured Reserve (Knee)
17532,/players/nick-nelson-nelsoni01,2020-05-18,Las Vegas (NFL),Waived
17531,/players/nick-nelson-nelsoni01,2020-05-19,Las Vegas (NFL),Placed on the Physically Unable to Perform List
17530,/players/nick-nelson-nelsoni01,2020-09-01,Las Vegas (NFL),Waived
17529,/players/nick-nelson-nelsoni01,2021-01-05,Indianapolis (NFL),Signed to a future contract
17528,/players/nick-nelson-nelsoni01,2021-08-17,Indianapolis (NFL),Waived (injured)
17527,/players/nick-nelson-nelsoni01,2021-08-18,Indianapolis (NFL),Placed on Injured Reserve (Undisclosed)
17526,/players/nick-nelson-nelsoni01,2024-02-09,Saskatchewan (CFL),Signed
25884,/players/nick-niemann-niemani01,2021-05-14,LA Chargers (NFL),Signed
8635,/players/nick-oleary-olearni01,2015-05-12,Buffalo (NFL),Signed
8634,/players/nick-oleary-olearni01,2015-09-08,Buffalo (NFL),Waived
8633,/players/nick-oleary-olearni01,2015-09-10,Buffalo (NFL),Signed to the Practice Squad
8632,/players/nick-oleary-olearni01,2015-12-08,Buffalo (NFL),Signed to the Active Roster from the Practice Squad
8631,/players/nick-oleary-olearni01,2018-04-16,Buffalo (NFL),Re-signed
8630,/players/nick-oleary-olearni01,2018-09-01,Buffalo (NFL),Waived
8629,/players/nick-oleary-olearni01,2018-09-20,Miami (NFL),Signed to the Practice Squad
8628,/players/nick-oleary-olearni01,2018-10-06,Miami (NFL),Signed to the Active Roster from the Practice Squad
8627,/players/nick-oleary-olearni01,2019-10-29,Miami (NFL),Released
8626,/players/nick-oleary-olearni01,2019-11-18,Jacksonville (NFL),Signed
8625,/players/nick-oleary-olearni01,2020-04-06,Las Vegas (NFL),Signed
8624,/players/nick-oleary-olearni01,2020-05-28,Las Vegas (NFL),Placed on the Non-Football Illness List
27618,/players/nick-saldiveri-saldini01,2023-05-12,New Orleans (NFL),Signed
27617,/players/nick-saldiveri-saldini01,2023-12-09,New Orleans (NFL),Placed on Injured Reserve (Shoulder)
22348,/players/nick-scott-scottni02,2019-06-07,LA Rams (NFL),Signed
22347,/players/nick-scott-scottni02,2020-12-18,LA Rams (NFL),Placed on COVID-19 List
22346,/players/nick-scott-scottni02,2020-12-22,LA Rams (NFL),Activated from the Reserve/COVID-19 List
22345,/players/nick-scott-scottni02,2023-01-07,LA Rams (NFL),Placed on Injured Reserve (Shoulder)
22344,/players/nick-scott-scottni02,2023-03-20,Cincinnati (NFL),Signed
22343,/players/nick-scott-scottni02,2024-03-13,Cincinnati (NFL),Released
22342,/players/nick-scott-scottni02,2024-03-27,Carolina (NFL),Signed
