player,1,2,3,4,5,6,7,8,9
Saquon Barkley,Healthy,Healthy,Knee,Healthy,,,,,
Scooby Wright,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Scott Crichton,Healthy,Concussion,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,
Scott Miller,Hamstring,Healthy,Toe,,,,,,
Scott Quessenberry,Healthy,Healthy,Healthy,Healthy,,,,,
Sean Davis,Healthy,Healthy,Healthy,Shoulder,Healthy,Healthy,,,
Sean Harlow,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Sean Mannion,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Sean Murphy-Bunting,Healthy,Healthy,Elbow,,,,,,
Sean Porter,,Knee,Knee,Hamstring,Healthy,Healthy,Healthy,Healthy,
Sean Renfree,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Seantrel Henderson,Healthy,Healthy,Healthy,Healthy,Ankle,Healthy,Healthy,Healthy,
Sebastian Joseph,Healthy,Healthy,Healthy,Pectoral,,,,,
Sebastian Tretola,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Senquez Golson,Shoulder,Foot,Healthy,Healthy,Healthy,Healthy,Healthy,,
Seth Devalve,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Seth Williams,Healthy,,,,,,,,
Shaka Toney,Healthy,,,,,,,,
Shalom Luani,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Shamar Stephen,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Shamarko Thomas,,Healthy,Healthy,Concussion,Healthy,Healthy,Healthy,Healthy,
Shane Lemieux,Healthy,Knee,,,,,,,
Shane Ray,Healthy,Healthy,Wrist,Healthy,Healthy,Healthy,Healthy,,
Shaq Lawson,Shoulder,Ankle,Healthy,Healthy,Healthy,Healthy,,,
Shaq Thompson,Healthy,Healthy,Healthy,Shoulder,Healthy,Healthy,Healthy,,
Shaquelle Evans,Shoulder,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Shaquem Griffin,Healthy,Healthy,Healthy,Healthy,,,,,
Shaquill Griffin,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Shaquille Mason,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Shaquille Quarterman,Knee,Healthy,,,,,,,
Shaquille Richardson,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,
Shaquille Riddick,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Shareef Miller,Healthy,Healthy,Healthy,,,,,,
Sharrif Floyd,,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,
Shaun Bradley,Neck,,,,,,,,
Shaun Dion Hamilton,Healthy,Healthy,Elbow,Undisclosed,,,,,
Shaun Wade,Healthy,,,,,,,,
Shawn Davis,Healthy,,,,,,,,
Shawn Williams,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Shelby Harris,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,
Sheldon Day,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,,,
Sheldon Rankins,Leg,Healthy,Achilles,Ankle,Knee,Healthy,,,
Sheldon Richardson,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Sheldrick Redwine,Healthy,Healthy,Healthy,,,,,,
Shelton Gibson,Healthy,Healthy,Ankle,Healthy,Healthy,,,,
Shemar Jean-Charles,Healthy,,,,,,,,
Shi Smith,Healthy,,,,,,,,
Shilique Calhoun,Knee,Healthy,Neck,Healthy,Knee,Healthy,,,
Shon Coleman,Healthy,Healthy,Healthy,Leg,Healthy,Triceps,,,
Sidney Jones,Healthy,Healthy,Healthy,Achilles,Healthy,,,,
Simeon Thomas,Healthy,Healthy,Undisclosed,Healthy,,,,,
Simi Fehoko,Healthy,,,,,,,,
Simon Stepaniak,Knee,,,,,,,,
Sio Moore,,Hip,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Sione Takitaki,Healthy,Healthy,Healthy,,,,,,
Siran Neal,Healthy,Healthy,Healthy,Healthy,,,,,
Solomon Kindley,Healthy,Healthy,,,,,,,
Solomon Thomas,Healthy,Healthy,Healthy,Knee,Healthy,,,,
Sony Michel,Healthy,Healthy,Quadriceps,Healthy,,,,,
Spencer Brown,Healthy,,,,,,,,
Spencer Drango,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Spencer Long,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,
Spencer Ware,,Healthy,Healthy,Healthy,Knee,Healthy,Abdomen,Healthy,
Stacy Coley,Healthy,Hamstring,Healthy,Healthy,Healthy,,,,
Stacy McGee,,Healthy,Healthy,Healthy,Healthy,Abdomen,Healthy,Healthy,
Stanley Jean-Baptiste,Healthy,Healthy,Shoulder,Healthy,Forearm,Healthy,Healthy,Healthy,
Stansly Maponga,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Stantley Thomas-Oliver,Healthy,Toe,,,,,,,
Star Lotulelei,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Stedman Bailey,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Stefon Diggs,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Stepfan Taylor,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Stephen Denmark,Healthy,Healthy,Healthy,,,,,,
Stephen Sullivan,Healthy,Healthy,,,,,,,
Stephen Weatherly,Healthy,Healthy,Healthy,Healthy,Finger,Healthy,,,
Stephon Tuitt,Healthy,Healthy,Healthy,Healthy,Healthy,Pectoral,Healthy,Knee,
Stephone Anthony,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,,
Sterling Hofrichter,Healthy,Undisclosed,,,,,,,
Sterling Shepard,Healthy,Healthy,Healthy,Healthy,Toe,Achilles,,,
Steve Beauharnais,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Steve Williams,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Steven Daniels,Shoulder,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Steven Means,,Healthy,Groin,Healthy,Healthy,Healthy,Achilles,Healthy,Knee
Steven Nelson,Healthy,Healthy,Abdomen,Healthy,Healthy,Healthy,Healthy,,
Stevie Tu'ikolovatu,Knee,Triceps,Healthy,Healthy,Healthy,,,,
Stone Forsythe,Healthy,,,,,,,,
Storm Johnson,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Su'a Cravens,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,,,
Sutton Smith,Healthy,Healthy,Healthy,,,,,,
Sylvester Williams,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
T.J. Brunson,Healthy,Knee,,,,,,,
T.J. Carrie,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,
T.J. Clemmings,Healthy,Healthy,Ankle,Knee,Quadriceps,Healthy,Healthy,,
T.J. Green,Healthy,Healthy,Hamstring,Healthy,Healthy,Healthy,,,
T.J. Hockenson,Ankle,Healthy,Hand,,,,,,
T.J. Johnson,,Healthy,Healthy,Healthy,Pectoral,Healthy,Healthy,Healthy,
T.J. Jones,Shoulder,Healthy,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,
T.J. Logan,Wrist,Healthy,Thumb,Leg,Healthy,,,,
T.J. McDonald,,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,Healthy,
T.J. Watt,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
T.J. Yeldon,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,Healthy,,
Ta'Quon Graham,Healthy,,,,,,,,
Taco Charlton,Healthy,Healthy,Healthy,Ankle,Healthy,,,,
Tae Crowder,Hamstring,Healthy,,,,,,,
Tajae Sharpe,Healthy,Foot,Healthy,Healthy,Healthy,Healthy,,,
Tajh Boyd,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Takkarist McKinley,Healthy,Healthy,Shoulder,Groin,Achilles,,,,
Talanoa Hufanga,Healthy,,,,,,,,
Tanner Hawkinson,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Tanner Lee,Healthy,Healthy,Healthy,Healthy,,,,,
Tanner Muse,Toe,Healthy,,,,,,,
Tanner Vallejo,Healthy,Hamstring,Ribs,Healthy,Knee,,,,
Tanoh Kpassagnon,Healthy,Healthy,Healthy,Healthy,Ankle,,,,
Tanzel Smart,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Tarell Basham,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Tarik Cohen,Healthy,Healthy,Healthy,Knee,Knee,,,,
Taron Johnson,Shoulder,Healthy,Healthy,Healthy,,,,,
Tarron Jackson,Healthy,,,,,,,,
Tarvarius Moore,Healthy,Healthy,Healthy,Achilles,,,,,
Taurean Nixon,Healthy,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,,
Tavarres King,,Healthy,Healthy,Healthy,Concussion,Leg,Healthy,Healthy,
Taven Bryan,Healthy,Healthy,Healthy,Healthy,,,,,
Tavon Austin,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Quadriceps
Tavon Rooks,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Tavon Young,Healthy,Knee,Healthy,Neck,Knee,Healthy,,,
Tay Gowan,Healthy,,,,,,,,
Taylor Decker,Healthy,Shoulder,Healthy,Healthy,Healthy,Finger,,,
Taylor Hart,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Taylor Lewan,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,
Taylor Moton,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Taylor Rapp,Healthy,Knee,Healthy,,,,,,
Tayo Fabuluje,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Taywan Taylor,Healthy,Healthy,Healthy,Neck,Undisclosed,,,,
Ted Bolser,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Ted Karras,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Tedarrell Slaton,Healthy,,,,,,,,
Teddy Bridgewater,Healthy,Healthy,Knee,Knee,Healthy,Healthy,Healthy,Healthy,
Tedric Thompson,Healthy,Healthy,Shoulder,Healthy,Leg,,,,
Tee Higgins,Healthy,Healthy,,,,,,,
Telvin Smith,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Temarrick Hemingway,Healthy,Knee,Healthy,Healthy,Wrist,Healthy,,,
Terrace Marshall,Healthy,,,,,,,,
Terrance Mitchell,Healthy,Healthy,Healthy,Healthy,Wrist,Healthy,Healthy,Healthy,
Terrance West,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Terrance Williams,,Healthy,Healthy,Healthy,Healthy,Foot,Healthy,Healthy,
Terrell Burgess,Ankle,Healthy,,,,,,,
Terrell Edmunds,Healthy,Healthy,Healthy,Healthy,,,,,
Terrell Lewis,Healthy,Healthy,,,,,,,
Terrence Brooks,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Chest,
Terrence Fede,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Terron Armstead,,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,
Terry Beckner,Healthy,Healthy,Healthy,,,,,,
Terry Godwin,Healthy,Healthy,Undisclosed,,,,,,
Terry Hawthorne,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Terry McLaurin,Healthy,Healthy,Healthy,,,,,,
Terry Poole,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,,
Teven Jenkins,Back,,,,,,,,
Tevin Coleman,Healthy,Healthy,Healthy,Healthy,Healthy,Knee,Healthy,,
Tevin Mitchel,Shoulder,Hamstring,Abdomen,Undisclosed,Healthy,Healthy,Healthy,,
Tevin Reese,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Thakarius Keyes,Healthy,Healthy,,,,,,,
Tharold Simon,,Healthy,Toe,Healthy,Healthy,Healthy,Healthy,Healthy,
Theo Riddick,,Healthy,Healthy,Wrist,Healthy,Healthy,Shoulder,Healthy,
Thomas Duarte,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Thomas Fletcher,Hip,,,,,,,,
Thomas Graham,Healthy,,,,,,,,
Tim Harris,Groin,Healthy,Groin,,,,,,
Tim Settle,Healthy,Healthy,Healthy,Healthy,,,,,
Tim Williams,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Timmy Jernigan,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Todd Gurley,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Tom Savage,Healthy,Shoulder,Healthy,Concussion,Healthy,Healthy,Healthy,Healthy,
Tommy Bohanon,,Clavicle,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Tommy Doyle,Healthy,,,,,,,,
Tommy Stevens,Healthy,Healthy,,,,,,,
Tommy Sweeney,Healthy,Foot,Healthy,,,,,,
Tommy Togiai,Healthy,,,,,,,,
Tommy Tremble,Healthy,,,,,,,,
Tony Fields,Healthy,,,,,,,,
Tony Lippett,Healthy,Healthy,Achilles,Healthy,Healthy,Healthy,Healthy,,
Tony Pollard,Healthy,Healthy,Healthy,,,,,,
Tony Steward,Back,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Tourek Williams,,Healthy,Foot,Healthy,Healthy,Healthy,Healthy,Healthy,
Trace McSorley,Healthy,Knee,Healthy,,,,,,
Tracy Walker,Healthy,Healthy,Healthy,Healthy,,,,,
Trae Waynes,Healthy,Healthy,Healthy,Healthy,Healthy,Pectoral,Hamstring,,
Trai Turner,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Travin Howard,Ankle,Healthy,Knee,Hamstring,,,,,
Travis Bond,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Travis Etienne,Foot,,,,,,,,
Travis Feeney,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Travis Frederick,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Travis Fulgham,Healthy,Healthy,Healthy,,,,,,
Travis Homer,Healthy,Knee,Healthy,,,,,,
Travis Kelce,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Travis Swanson,Healthy,Shoulder,,Concussion,Healthy,Healthy,Healthy,Healthy,
Tray Walker,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Trayveon Williams,Healthy,Healthy,Healthy,,,,,,
Trayvon Mullen,Healthy,Healthy,Foot,,,,,,
Tre Boston,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,
Tre Brown,Knee,,,,,,,,
Tre Flowers,Healthy,Healthy,Hamstring,Healthy,,,,,
Tre Mason,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Tre McBride,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Tre Nixon,Healthy,,,,,,,,
Tre Norwood,Healthy,,,,,,,,
Tre' Jackson,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,,
Tre' McKitty,Healthy,,,,,,,,
Tre'Davious White,Healthy,Healthy,Healthy,Healthy,Knee,,,,
Tre'Quan Smith,Healthy,Healthy,Ankle,Hamstring,,,,,
Tremaine Edmunds,Healthy,Healthy,Healthy,Healthy,,,,,
Tremayne Anchrum,Healthy,Knee,,,,,,,
Tremon Smith,Healthy,Healthy,Healthy,Healthy,,,,,
Trent Murphy,Hand,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,
Trent Taylor,Healthy,Healthy,Foot,Healthy,Healthy,,,,
Trenton Brown,Healthy,Healthy,Shoulder,Healthy,Pectoral,Healthy,Calf,,
Trenton Cannon,Healthy,Foot,Healthy,Concussion,,,,,
Treston Decoud,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Trevardo Williams,,Healthy,Hamstring,Healthy,Healthy,Healthy,Healthy,Healthy,
Trevis Gipson,Healthy,Healthy,,,,,,,
Trevon Diggs,Foot,Healthy,,,,,,,
Trevon Moehrig,Healthy,,,,,,,,
Trevon Wesco,Healthy,Ankle,Knee,,,,,,
Trevon Young,Healthy,Undisclosed,Undisclosed,Healthy,,,,,
Trevor Bates,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Trevor Davis,Healthy,Healthy,Hamstring,Healthy,Healthy,Healthy,,,
Trevor Lawrence,Healthy,,,,,,,,
Trevor Reilly,Healthy,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,
Trevor Siemian,Healthy,Healthy,Shoulder,Healthy,Ankle,Healthy,Healthy,,
Trey Caldwell,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Trey Flowers,Undisclosed,Healthy,Healthy,Healthy,Healthy,Undisclosed,Knee,,
Trey Hendrickson,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Trey Hill,Healthy,,,,,,,,
Trey Lance,Healthy,,,,,,,,
Trey Millard,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,
Trey Pipkins,Healthy,Healthy,Healthy,,,,,,
Trey Quinn,Ankle,Concussion,Healthy,Undisclosed,,,,,
Trey Sermon,Ankle,,,,,,,,
Trey Smith,Healthy,,,,,,,,
Treyvon Hester,Healthy,Healthy,Healthy,Undisclosed,Back,,,,
Tristan Wirfs,Healthy,Healthy,,,,,,,
Troy Apke,Hamstring,Healthy,Healthy,Healthy,,,,,
Troy Dye,Foot,Healthy,,,,,,,
Troy Fumagalli,Hernia,Healthy,Abdomen,Undisclosed,,,,,
Troy Niklas,Ankle,Healthy,Wrist,Healthy,Healthy,Leg,Healthy,Healthy,
Troy Pride,Hip,Knee,,,,,,,
Trysten Hill,Healthy,Knee,Knee,,,,,,
Tua Tagovailoa,Healthy,Ribs,,,,,,,
Ty Johnson,Healthy,Healthy,Healthy,,,,,,
Ty Montgomery,Ankle,Healthy,Wrist,Healthy,Healthy,Hamstring,Healthy,,
Ty Powell,,Healthy,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,
Ty Sambrailo,Shoulder,Healthy,Healthy,Healthy,Healthy,Undisclosed,Healthy,,
Ty Summers,Healthy,Healthy,Hamstring,,,,,,
Tye Smith,Healthy,Healthy,Healthy,Undisclosed,Healthy,Shoulder,Healthy,,
Tyeler Davison,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Tylan Wallace,Healthy,,,,,,,,
Tyler Bass,Healthy,Healthy,,,,,,,
Tyler Biadasz,Hamstring,Healthy,,,,,,,
Tyler Boyd,Healthy,Healthy,Knee,Healthy,Healthy,Healthy,,,
Tyler Conklin,Healthy,Healthy,Healthy,Healthy,,,,,
Tyler Davis,Healthy,Healthy,,,,,,,
Tyler Eifert,,Designated for Return,Healthy,Back,Back,Ankle,Healthy,Healthy,
Tyler Ervin,Healthy,Knee,Healthy,Healthy,Ankle,Healthy,,,
Tyler Gaffney,Knee,Undisclosed,Foot,Undisclosed,Healthy,Healthy,Healthy,Healthy,
Tyler Higbee,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Tyler Johnson,Healthy,Healthy,,,,,,,
Tyler Kroft,Healthy,Healthy,Healthy,Foot,Healthy,Healthy,Chest,,
Tyler Lockett,Healthy,Leg,Healthy,Healthy,Healthy,Healthy,Healthy,,
Tyler Matakevich,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Tyler Shelvin,Healthy,,,,,,,,
Tyler Starr,Healthy,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,
Tyler Wilson,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Tyquan Lewis,Toe,Healthy,Healthy,Knee,,,,,
Tyrann Mathieu,,Healthy,Knee,Shoulder,Healthy,Healthy,Healthy,Healthy,
Tyre Phillips,Ankle,Knee,,,,,,,
Tyree Gillespie,Hamstring,,,,,,,,
Tyreek Hill,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Tyrell Crosby,Healthy,Healthy,Healthy,Undisclosed,,,,,
Tyrie Cleveland,Healthy,Healthy,,,,,,,
Tyrone Holmes,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Tyrus Thompson,Concussion,Undisclosed,Undisclosed,Healthy,Healthy,Healthy,Healthy,,
Tyson Campbell,Healthy,,,,,,,,
Tytus Howard,Knee,Concussion,Healthy,,,,,,
Tyus Bowser,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Uchenna Nwosu,Healthy,Healthy,Knee,Healthy,,,,,
Ugo Amadi,Healthy,Healthy,Healthy,,,,,,
Ukeme Eligwe,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Ulrick John,Ankle,Healthy,Shoulder,Healthy,Foot,Undisclosed,Healthy,Healthy,
Ulysees Gilbert,Back,Back,Healthy,,,,,,
Vadal Alexander,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Van Jefferson,Healthy,Healthy,,,,,,,
Vance McDonald,,Back,Healthy,Shoulder,Healthy,Healthy,Healthy,Healthy,
Vernon Butler,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Vernon Hargreaves III,Healthy,Hamstring,Shoulder,Healthy,Healthy,Healthy,,,
Vernon Scott,Healthy,Healthy,,,,,,,
Vic Beasley,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Victor Dimukeje,Healthy,,,,,,,,
Vince Biegel,Foot,Healthy,Healthy,Achilles,Achilles,,,,
Vince Mayle,Healthy,Healthy,Healthy,Healthy,Undisclosed,Healthy,Healthy,,
Vince Williams,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Vincent Taylor,Knee,Foot,Healthy,Healthy,Ankle,,,,
Vincent Valentine,Healthy,Knee,Healthy,Leg,Healthy,Healthy,,,
Vinnie Sunseri,Arm,Leg,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Vinston Painter,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Vita Vea,Healthy,Healthy,Leg,Healthy,,,,,
Vonn Bell,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Vosean Joseph,Shoulder,Healthy,Healthy,,,,,,
Walker Little,Healthy,,,,,,,,
Walt Aikens,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Walter Powell,Healthy,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,Healthy,
Wayne Gallman,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Wendell Smallwood,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Wes Martin,Healthy,Healthy,Healthy,,,,,,
Wes Schweitzer,Healthy,Healthy,Healthy,Healthy,Healthy,Ankle,,,
Wesley Johnson,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Weston Richburg,Healthy,Healthy,Healthy,Concussion,Healthy,Knee,Knee,Healthy,
Will Clarke,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Will Davis,,Knee,Knee,Healthy,Healthy,Healthy,Healthy,Healthy,
Will Dissly,Knee,Achilles,Healthy,Healthy,,,,,
Will Fries,Healthy,,,,,,,,
Will Fuller,Healthy,Healthy,Knee,Healthy,Healthy,Finger,,,
Will Grier,Healthy,Healthy,Healthy,,,,,,
Will Hernandez,Healthy,Healthy,Healthy,Healthy,,,,,
Will Holden,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Will Redmond,Knee,Ankle,Shoulder,Healthy,Healthy,Toe,,,
Will Richardson,Knee,Healthy,Healthy,Finger,,,,,
Will Smith,Healthy,Groin,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Will Sutton,Healthy,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,Healthy,
William Bradley-King,Healthy,,,,,,,,
William Campbell,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
William Clapp,Healthy,Healthy,Healthy,Undisclosed,,,,,
William Gholston,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
William Harris,Healthy,Healthy,Healthy,,,,,,
William Jackson,Pectoral,Healthy,Healthy,Shoulder,Healthy,Healthy,,,
William Parks,Healthy,Healthy,Healthy,Healthy,Hamstring,Healthy,,,
William Sherman,Healthy,,,,,,,,
Willie Beavers,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Willie Gay,Knee,Toe,,,,,,,
Willie Henry,Undisclosed,Healthy,Hernia,Healthy,Healthy,Healthy,,,
Wyatt Davis,Healthy,,,,,,,,
Wyatt Hubert,Healthy,,,,,,,,
Wyatt Teller,Healthy,Healthy,Healthy,Healthy,,,,,
Xavien Howard,Healthy,Healthy,Healthy,Knee,Healthy,Healthy,,,
Xavier Cooper,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Xavier Crawford,Healthy,Healthy,Concussion,,,,,,
Xavier McKinney,Foot,Healthy,,,,,,,
Xavier Rhodes,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Xavier Su'a-Filo,Healthy,Healthy,Healthy,Healthy,Healthy,Leg,Ankle,Knee,
Xavier Woods,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Xzavier Dickson,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,
Yannick Ngakoue,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Yawin Smallwood,Healthy,Undisclosed,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Yetur Gross-Matos,Ankle,Healthy,,,,,,,
Yodny Cajuste,Healthy,Knee,Healthy,,,,,,
Za'Darius Smith,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Back,,
Zac Brooks,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,,,
Zac Dysert,,Healthy,Healthy,Healthy,Back,Healthy,Healthy,Healthy,
Zac Stacy,,Healthy,Ankle,Healthy,Healthy,Healthy,Healthy,Healthy,
Zach Allen,Neck,Ankle,Healthy,,,,,,
Zach Banner,Healthy,Healthy,Healthy,Knee,Knee,,,,
Zach Cunningham,Healthy,Healthy,Healthy,Healthy,Healthy,,,,
Zach Davidson,Healthy,,,,,,,,
Zach Ertz,,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Ankle,
Zach Fulton,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Zach Gentry,Healthy,Knee,Healthy,,,,,,
Zach Hocker,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Zach Mettenberger,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Zach Moore,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,
Zach Sieler,Healthy,Healthy,Healthy,Healthy,,,,,
Zach Wilson,Healthy,,,,,,,,
Zack Baun,Healthy,Healthy,,,,,,,
Zack Martin,Healthy,Healthy,Healthy,Healthy,Healthy,Healthy,Calf,Healthy,
Zack Moss,Ankle,,,,,,,,
Zack Sanchez,Groin,Groin,Healthy,Healthy,Healthy,Healthy,,,
Zaire Franklin,Healthy,Healthy,Healthy,Healthy,,,,,
