player|position|injury|practice_status|game_status|team|gamedate|year
Julio Jones |WR|Ankle|Limited Participation in Practice|Questionable|Falcons|THURSDAY, NOVEMBER 22ND|2012
Kevin Cone |WR|Groin|Limited Participation in Practice|Questionable|Falcons|THURSDAY, NOVEMBER 22ND|2012
Matt Ryan |QB|left Finger|Full Participation in Practice|Probable|Falcons|THURSDAY, NOVEMBER 22ND|2012
Michael Turner |RB|Groin|Full Participation in Practice|Probable|Falcons|THURSDAY, NOVEMBER 22ND|2012
Julio Jones |WR|Ankle|Limited Participation in Practice|Questionable|Buccaneers|THURSDAY, NOVEMBER 22ND|2012
Kevin Cone |WR|Groin|Limited Participation in Practice|Questionable|Buccaneers|THURSDAY, NOVEMBER 22ND|2012
Matt Ryan |QB|left Finger|Full Participation in Practice|Probable|Buccaneers|THURSDAY, NOVEMBER 22ND|2012
Michael Turner |RB|Groin|Full Participation in Practice|Probable|Buccaneers|THURSDAY, NOVEMBER 22ND|2012
Jacoby Jones |WR|Ankle|Limited Participation in Practice|Probable|Ravens|THURSDAY, NOVEMBER 22ND|2012
Dennis Pitta |TE|Head|Limited Participation in Practice|Probable|Ravens|THURSDAY, NOVEMBER 22ND|2012
Ed Dickson |TE|Neck|Limited Participation in Practice|Probable|Ravens|THURSDAY, NOVEMBER 22ND|2012
Jacoby Jones |WR|Ankle|Limited Participation in Practice|Probable|Chargers|THURSDAY, NOVEMBER 22ND|2012
Dennis Pitta |TE|Head|Limited Participation in Practice|Probable|Chargers|THURSDAY, NOVEMBER 22ND|2012
Ed Dickson |TE|Neck|Limited Participation in Practice|Probable|Chargers|THURSDAY, NOVEMBER 22ND|2012
Antonio Brown |WR|Ankle|Limited Participation in Practice|Questionable|Steelers|THURSDAY, NOVEMBER 22ND|2012
Ben Roethlisberger |QB|Right Shoulder|Did Not Participate In Practice|Out|Steelers|THURSDAY, NOVEMBER 22ND|2012
Isaac Redman |RB|Concussion|Full Participation in Practice|Probable|Steelers|THURSDAY, NOVEMBER 22ND|2012
Jerricho Cotchery |WR|Ribs|Did Not Participate In Practice|Out|Steelers|THURSDAY, NOVEMBER 22ND|2012
Byron Leftwich |QB|Ribs|Did Not Participate In Practice|Out|Steelers|THURSDAY, NOVEMBER 22ND|2012
Antonio Brown |WR|Ankle|Limited Participation in Practice|Questionable|Browns|THURSDAY, NOVEMBER 22ND|2012
Ben Roethlisberger |QB|Right Shoulder|Did Not Participate In Practice|Out|Browns|THURSDAY, NOVEMBER 22ND|2012
Isaac Redman |RB|Concussion|Full Participation in Practice|Probable|Browns|THURSDAY, NOVEMBER 22ND|2012
Jerricho Cotchery |WR|Ribs|Did Not Participate In Practice|Out|Browns|THURSDAY, NOVEMBER 22ND|2012
Byron Leftwich |QB|Ribs|Did Not Participate In Practice|Out|Browns|THURSDAY, NOVEMBER 22ND|2012
Marshawn Lynch |RB|Back|Full Participation in Practice|Probable|Seahawks|THURSDAY, NOVEMBER 22ND|2012
Marshawn Lynch |RB|Back|Full Participation in Practice|Probable|Dolphins|THURSDAY, NOVEMBER 22ND|2012
Craig Stevens |TE|Hamstring|Full Participation in Practice|Questionable|Titans|THURSDAY, NOVEMBER 22ND|2012
Lavelle Hawkins |WR|Ankle|Limited Participation in Practice|Questionable|Titans|THURSDAY, NOVEMBER 22ND|2012
Jamie Harper |RB|Ankle|Limited Participation in Practice|Questionable|Titans|THURSDAY, NOVEMBER 22ND|2012
Jake Locker |QB|left Shoulder|Full Participation in Practice|Probable|Titans|THURSDAY, NOVEMBER 22ND|2012
Kenny Britt |WR|Knee|Full Participation in Practice|Probable|Titans|THURSDAY, NOVEMBER 22ND|2012
Craig Stevens |TE|Hamstring|Full Participation in Practice|Questionable|Jaguars|THURSDAY, NOVEMBER 22ND|2012
Lavelle Hawkins |WR|Ankle|Limited Participation in Practice|Questionable|Jaguars|THURSDAY, NOVEMBER 22ND|2012
Jamie Harper |RB|Ankle|Limited Participation in Practice|Questionable|Jaguars|THURSDAY, NOVEMBER 22ND|2012
Jake Locker |QB|left Shoulder|Full Participation in Practice|Probable|Jaguars|THURSDAY, NOVEMBER 22ND|2012
Kenny Britt |WR|Knee|Full Participation in Practice|Probable|Jaguars|THURSDAY, NOVEMBER 22ND|2012
Adrian Peterson |RB|Ankle|Full Participation in Practice|Probable|Vikings|THURSDAY, NOVEMBER 22ND|2012
Michael Jenkins |WR|Foot|Full Participation in Practice|Probable|Vikings|THURSDAY, NOVEMBER 22ND|2012
Stephen Burton |WR|Ankle|Full Participation in Practice|Probable|Vikings|THURSDAY, NOVEMBER 22ND|2012
Percy Harvin |WR|Ankle|Did Not Participate In Practice|Doubtful|Vikings|THURSDAY, NOVEMBER 22ND|2012
Adrian Peterson |RB|Ankle|Full Participation in Practice|Probable|Bears|THURSDAY, NOVEMBER 22ND|2012
Michael Jenkins |WR|Foot|Full Participation in Practice|Probable|Bears|THURSDAY, NOVEMBER 22ND|2012
Stephen Burton |WR|Ankle|Full Participation in Practice|Probable|Bears|THURSDAY, NOVEMBER 22ND|2012
Percy Harvin |WR|Ankle|Did Not Participate In Practice|Doubtful|Bears|THURSDAY, NOVEMBER 22ND|2012
Brad Smith |WR|Hamstring|Limited Participation in Practice|Questionable|Bills|THURSDAY, NOVEMBER 22ND|2012
Fred Jackson |RB|Concussion|Full Participation in Practice|Probable|Bills|THURSDAY, NOVEMBER 22ND|2012
Corey McIntyre |RB|Knee|Limited Participation in Practice|Questionable|Bills|THURSDAY, NOVEMBER 22ND|2012
C.J. Spiller |RB|Shoulder|Full Participation in Practice|Probable|Bills|THURSDAY, NOVEMBER 22ND|2012
Brad Smith |WR|Hamstring|Limited Participation in Practice|Questionable|Colts|THURSDAY, NOVEMBER 22ND|2012
Fred Jackson |RB|Concussion|Full Participation in Practice|Probable|Colts|THURSDAY, NOVEMBER 22ND|2012
Corey McIntyre |RB|Knee|Limited Participation in Practice|Questionable|Colts|THURSDAY, NOVEMBER 22ND|2012
C.J. Spiller |RB|Shoulder|Full Participation in Practice|Probable|Colts|THURSDAY, NOVEMBER 22ND|2012
Denarius Moore |WR||Limited Participation in Practice||Raiders|THURSDAY, NOVEMBER 22ND|2012
Taiwan Jones |RB|Ankle|Limited Participation in Practice|Questionable|Raiders|THURSDAY, NOVEMBER 22ND|2012
Marcel Reece |RB|Hamstring, Quadricep|Full Participation in Practice|Probable|Raiders|THURSDAY, NOVEMBER 22ND|2012
Brandon Myers |TE|Shoulder|Full Participation in Practice|Probable|Raiders|THURSDAY, NOVEMBER 22ND|2012
Darren McFadden |RB|Ankle|Did Not Participate In Practice|Out|Raiders|THURSDAY, NOVEMBER 22ND|2012
Mike Goodson |RB|Ankle|Did Not Participate In Practice|Out|Raiders|THURSDAY, NOVEMBER 22ND|2012
Darrius Heyward-Bey |WR|Hamstring|Full Participation in Practice|Probable|Raiders|THURSDAY, NOVEMBER 22ND|2012
Denarius Moore |WR||Limited Participation in Practice||Bengals|THURSDAY, NOVEMBER 22ND|2012
Taiwan Jones |RB|Ankle|Limited Participation in Practice|Questionable|Bengals|THURSDAY, NOVEMBER 22ND|2012
Marcel Reece |RB|Hamstring, Quadricep|Full Participation in Practice|Probable|Bengals|THURSDAY, NOVEMBER 22ND|2012
Brandon Myers |TE|Shoulder|Full Participation in Practice|Probable|Bengals|THURSDAY, NOVEMBER 22ND|2012
Darren McFadden |RB|Ankle|Did Not Participate In Practice|Out|Bengals|THURSDAY, NOVEMBER 22ND|2012
Mike Goodson |RB|Ankle|Did Not Participate In Practice|Out|Bengals|THURSDAY, NOVEMBER 22ND|2012
Darrius Heyward-Bey |WR|Hamstring|Full Participation in Practice|Probable|Bengals|THURSDAY, NOVEMBER 22ND|2012
Knowshon Moreno |RB|Groin|Full Participation in Practice|Probable|Broncos|THURSDAY, NOVEMBER 22ND|2012
Demaryius Thomas |WR|Knee|Full Participation in Practice|Probable|Broncos|THURSDAY, NOVEMBER 22ND|2012
Ronnie Hillman |RB|Hamstring|Full Participation in Practice|Probable|Broncos|THURSDAY, NOVEMBER 22ND|2012
Virgil Green |TE|Hamstring|Full Participation in Practice|Probable|Broncos|THURSDAY, NOVEMBER 22ND|2012
Knowshon Moreno |RB|Groin|Full Participation in Practice|Probable|Chiefs|THURSDAY, NOVEMBER 22ND|2012
Demaryius Thomas |WR|Knee|Full Participation in Practice|Probable|Chiefs|THURSDAY, NOVEMBER 22ND|2012
Ronnie Hillman |RB|Hamstring|Full Participation in Practice|Probable|Chiefs|THURSDAY, NOVEMBER 22ND|2012
Virgil Green |TE|Hamstring|Full Participation in Practice|Probable|Chiefs|THURSDAY, NOVEMBER 22ND|2012
Alex Smith |QB|Concussion|Limited Participation in Practice|Questionable|Niners|THURSDAY, NOVEMBER 22ND|2012
Frank Gore |RB|Wrist, Ribs|Full Participation in Practice|Probable|Niners|THURSDAY, NOVEMBER 22ND|2012
Randy Moss |WR|Finger|Full Participation in Practice|Probable|Niners|THURSDAY, NOVEMBER 22ND|2012
Alex Smith |QB|Concussion|Limited Participation in Practice|Questionable|Saints|THURSDAY, NOVEMBER 22ND|2012
Frank Gore |RB|Wrist, Ribs|Full Participation in Practice|Probable|Saints|THURSDAY, NOVEMBER 22ND|2012
Randy Moss |WR|Finger|Full Participation in Practice|Probable|Saints|THURSDAY, NOVEMBER 22ND|2012
Steve Smith |WR|Finger|Full Participation in Practice|Probable|Panthers|THURSDAY, NOVEMBER 22ND|2012
Steve Smith |WR|Finger|Full Participation in Practice|Probable|Eagles|THURSDAY, NOVEMBER 22ND|2012
Greg Jennings |WR|Groin, Abdomen|Limited Participation in Practice|Questionable|Packers|SUNDAY, NOVEMBER 25TH|2012
Donald Driver |WR|Thumb|Limited Participation in Practice|Probable|Packers|SUNDAY, NOVEMBER 25TH|2012
Andrew Quarless |TE|Knee|Limited Participation in Practice|Questionable|Packers|SUNDAY, NOVEMBER 25TH|2012
John Kuhn |RB|Hamstring|Limited Participation in Practice|Probable|Packers|SUNDAY, NOVEMBER 25TH|2012
Greg Jennings |WR|Groin, Abdomen|Limited Participation in Practice|Questionable|Giants|SUNDAY, NOVEMBER 25TH|2012
Donald Driver |WR|Thumb|Limited Participation in Practice|Probable|Giants|SUNDAY, NOVEMBER 25TH|2012
Andrew Quarless |TE|Knee|Limited Participation in Practice|Questionable|Giants|SUNDAY, NOVEMBER 25TH|2012
John Kuhn |RB|Hamstring|Limited Participation in Practice|Probable|Giants|SUNDAY, NOVEMBER 25TH|2012
Steven Jackson |RB|Foot|Limited Participation in Practice|Probable|Rams|SUNDAY, NOVEMBER 25TH|2012
